// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 4 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in /home/nikita/RiderProjects/CollectionsBenchmark/CollectionsBenchmark/bin/Release/netcoreapp3.1/b9a49c9d-10ca-4d00-ba0b-00ed82a3a187
// command took 1.32s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in /home/nikita/RiderProjects/CollectionsBenchmark/CollectionsBenchmark/bin/Release/netcoreapp3.1/b9a49c9d-10ca-4d00-ba0b-00ed82a3a187
// command took 2.07s and exited with 0
// ***** Done, took 00:00:03 (3.49 sec)   *****
// Found 4 benchmarks:
//   GetMostActiveVisistors.NestedLoop: DefaultJob
//   GetMostActiveVisistors.NestedLoop1: DefaultJob
//   GetMostActiveVisistors.NestedLoop2: DefaultJob
//   GetMostActiveVisistors.DataLoad: DefaultJob

// **************************
// Benchmark: GetMostActiveVisistors.NestedLoop: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b9a49c9d-10ca-4d00-ba0b-00ed82a3a187.dll" --benchmarkName "CollectionsBenchmark.GetMostActiveVisistors.NestedLoop" --job "Default" --benchmarkId 0 in /home/nikita/RiderProjects/CollectionsBenchmark/CollectionsBenchmark/bin/Release/netcoreapp3.1/b9a49c9d-10ca-4d00-ba0b-00ed82a3a187/bin/Release/netcoreapp3.1
Failed to set up high priority. Make sure you have the right permissions. Message: Permission denied
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.9 (CoreCLR 4.700.20.47201, CoreFX 4.700.20.47203), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

   at System.Linq.Enumerable.ToList[TSource](IEnumerable`1 source)
   at Dapper.SqlMapper.Query[T](IDbConnection cnn, String sql, Object param, IDbTransaction transaction, Boolean buffered, Nullable`1 commandTimeout, Nullable`1 commandType) in /_/Dapper/SqlMapper.cs:line 725
   at CollectionsBenchmark.GetMostActiveVisistors.DataLoad() in /home/nikita/RiderProjects/CollectionsBenchmark/CollectionsBenchmark/Program.cs:line 111
   at BenchmarkDotNet.Autogenerated.Runnable_3.WorkloadActionNoUnroll(Int64 invokeCount) in /home/nikita/RiderProjects/CollectionsBenchmark/CollectionsBenchmark/bin/Release/netcoreapp3.1/b9a49c9d-10ca-4d00-ba0b-00ed82a3a187/b9a49c9d-10ca-4d00-ba0b-00ed82a3a187.notcs:line 3034
   at BenchmarkDotNet.Engines.Engine.RunIteration(IterationData data)
   at BenchmarkDotNet.Engines.EngineStage.RunIteration(IterationMode mode, IterationStage stage, Int32 index, Int64 invokeCount, Int32 unrollFactor)
   at BenchmarkDotNet.Engines.EngineStage.Run(IStoppingCriteria criteria, Int64 invokeCount, IterationMode mode, IterationStage stage, Int32 unrollFactor)
   at BenchmarkDotNet.Engines.EngineWarmupStage.Run(Int64 invokeCount, IterationMode iterationMode, Int32 unrollFactor, RunStrategy runStrategy)
   at BenchmarkDotNet.Engines.EngineWarmupStage.RunWorkload(Int64 invokeCount, Int32 unrollFactor, RunStrategy runStrategy)
   at BenchmarkDotNet.Engines.Engine.Run()
   at BenchmarkDotNet.Autogenerated.Runnable_3.Run(IHost host, String benchmarkName) in /home/nikita/RiderProjects/CollectionsBenchmark/CollectionsBenchmark/bin/Release/netcoreapp3.1/b9a49c9d-10ca-4d00-ba0b-00ed82a3a187/b9a49c9d-10ca-4d00-ba0b-00ed82a3a187.notcs:line 2366
   --- End of inner exception stack trace ---
   at System.RuntimeMethodHandle.InvokeMethod(Object target, Object[] arguments, Signature sig, Boolean constructor, Boolean wrapExceptions)
   at System.Reflection.RuntimeMethodInfo.Invoke(Object obj, BindingFlags invokeAttr, Binder binder, Object[] parameters, CultureInfo culture)
   at System.Reflection.MethodBase.Invoke(Object obj, Object[] parameters)
   at BenchmarkDotNet.Autogenerated.UniqueProgramName.AfterAssemblyLoadingAttached(String[] args) in /home/nikita/RiderProjects/CollectionsBenchmark/CollectionsBenchmark/bin/Release/netcoreapp3.1/b9a49c9d-10ca-4d00-ba0b-00ed82a3a187/b9a49c9d-10ca-4d00-ba0b-00ed82a3a187.notcs:line 52
// AfterAll
ExitCode != 0
// Benchmark Process 9702 has exited with code 255
No more Benchmark runs will be launched as NO measurements were obtained from the previous run!


// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts/results/CollectionsBenchmark.GetMostActiveVisistors-report.csv
  BenchmarkDotNet.Artifacts/results/CollectionsBenchmark.GetMostActiveVisistors-report-github.md
  BenchmarkDotNet.Artifacts/results/CollectionsBenchmark.GetMostActiveVisistors-report.html

// * Detailed results *
GetMostActiveVisistors.NestedLoop: DefaultJob
Runtime = .NET Core 3.1.9 (CoreCLR 4.700.20.47201, CoreFX 4.700.20.47203), X64 RyuJIT; GC = Concurrent Workstation
Mean = 166.618 ns, StdErr = 0.586 ns (0.35%), N = 15, StdDev = 2.269 ns
Min = 164.172 ns, Q1 = 164.979 ns, Median = 165.792 ns, Q3 = 167.712 ns, Max = 171.440 ns
IQR = 2.732 ns, LowerFence = 160.881 ns, UpperFence = 171.810 ns
ConfidenceInterval = [164.193 ns; 169.043 ns] (CI 99.9%), Margin = 2.425 ns (1.46% of Mean)
Skewness = 1.03, Kurtosis = 2.85, MValue = 2
-------------------- Histogram --------------------
[163.673 ns ; 172.647 ns) | @@@@@@@@@@@@@@@
---------------------------------------------------

GetMostActiveVisistors.NestedLoop1: DefaultJob
Runtime = .NET Core 3.1.9 (CoreCLR 4.700.20.47201, CoreFX 4.700.20.47203), X64 RyuJIT; GC = Concurrent Workstation
Mean = 23.852 ns, StdErr = 0.024 ns (0.10%), N = 13, StdDev = 0.085 ns
Min = 23.719 ns, Q1 = 23.803 ns, Median = 23.840 ns, Q3 = 23.913 ns, Max = 24.012 ns
IQR = 0.110 ns, LowerFence = 23.638 ns, UpperFence = 24.078 ns
ConfidenceInterval = [23.750 ns; 23.954 ns] (CI 99.9%), Margin = 0.102 ns (0.43% of Mean)
Skewness = 0.07, Kurtosis = 1.88, MValue = 2
-------------------- Histogram --------------------
[23.671 ns ; 24.059 ns) | @@@@@@@@@@@@@
---------------------------------------------------

GetMostActiveVisistors.NestedLoop2: DefaultJob
Runtime = .NET Core 3.1.9 (CoreCLR 4.700.20.47201, CoreFX 4.700.20.47203), X64 RyuJIT; GC = Concurrent Workstation
Mean = 142.425 ns, StdErr = 0.227 ns (0.16%), N = 13, StdDev = 0.819 ns
Min = 140.818 ns, Q1 = 142.089 ns, Median = 142.532 ns, Q3 = 143.100 ns, Max = 143.424 ns
IQR = 1.011 ns, LowerFence = 140.573 ns, UpperFence = 144.616 ns
ConfidenceInterval = [141.445 ns; 143.405 ns] (CI 99.9%), Margin = 0.980 ns (0.69% of Mean)
Skewness = -0.45, Kurtosis = 1.86, MValue = 2
-------------------- Histogram --------------------
[140.361 ns ; 143.881 ns) | @@@@@@@@@@@@@
---------------------------------------------------

GetMostActiveVisistors.DataLoad: DefaultJob
Runtime = ; GC = 
There are not any results runs

// * Summary *

BenchmarkDotNet=v0.12.1, OS=ubuntu 20.04
Intel Core i5-6500 CPU 3.20GHz (Skylake), 1 CPU, 4 logical and 4 physical cores
.NET Core SDK=3.1.403
  [Host]     : .NET Core 3.1.9 (CoreCLR 4.700.20.47201, CoreFX 4.700.20.47203), X64 RyuJIT
  DefaultJob : .NET Core 3.1.9 (CoreCLR 4.700.20.47201, CoreFX 4.700.20.47203), X64 RyuJIT


|      Method |      Mean |    Error |   StdDev |
|------------ |----------:|---------:|---------:|
|  NestedLoop | 166.62 ns | 2.425 ns | 2.269 ns |
| NestedLoop1 |  23.85 ns | 0.102 ns | 0.085 ns |
| NestedLoop2 | 142.43 ns | 0.980 ns | 0.819 ns |
|    DataLoad |        NA |       NA |       NA |

Benchmarks with issues:
  GetMostActiveVisistors.DataLoad: DefaultJob

// * Hints *
Outliers
  GetMostActiveVisistors.NestedLoop1: Default -> 2 outliers were removed (25.93 ns, 26.17 ns)
  GetMostActiveVisistors.NestedLoop2: Default -> 2 outliers were removed (147.30 ns, 155.85 ns)

// * Legends *
  Mean   : Arithmetic mean of all measurements
  Error  : Half of 99.9% confidence interval
  StdDev : Standard deviation of all measurements
  1 ns   : 1 Nanosecond (0.000000001 sec)

// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:00:57 (57.83 sec), executed benchmarks: 4

Global total time: 00:01:01 (61.33 sec), executed benchmarks: 4
// * Artifacts cleanup *
